GENE,ENVISION
EPHX2,0.939872
GSTA4,0.922175
DUOX1,0.900643
NUAK2,1.012510
DCLK1,0.837480
POLA1,0.790463
EZH1,0.770409
ABCC3,0.966012
POLR3B,0.815582
POLB,0.939541
ATP11A,0.848247
L1CAM,0.861023
CHIA,0.863328
ALDH1A2,0.649386
COASY,0.953589
ABL2,0.884121
SLC7A8,0.898471
SCD,0.925263
NDST3,0.946485
ABCA4,1.018260
TYMP,0.944772
SLC12A5,0.912679
VARS2,0.883934
STK24,0.812159
TTN,0.941498
TRPM7,0.989761
FGA,0.500315
ACVR2A,0.972598
PIGB,0.908377
VRK3,0.993872
MAT2B,0.824221
GALNS,1.021060
RPUSD4,0.976535
SUCLG1,0.824738
SMYD3,0.711191
PTPRT,0.906117
PTPN6,0.707830
UBR4,0.868930
TSSK1B,0.726609
XYLB,0.962342
SLC40A1,0.947399
ACSL1,1.021290
SLC16A7,0.834789
PYGM,0.947329
SAE1,0.824106
HECW1,0.987455
MYBBP1A,0.993550
ACE2,0.793330
SLC1A7,0.875026
FUCA2,0.751418
FMO6P,0.957372
