GENE,ENVISION
ATM,0.979761
ACOT12,0.935068
POLG,0.992424
USP24,0.977342
PRPF4,1.014720
NCOR1,0.864144
COASY,0.949658
APOB,0.751561
UBE3B,0.854863
TTN,0.868111
TRPM6,0.829495
SLC6A12,0.932768
SLC47A1,0.942059
SLC38A4,0.966860
NOS2,0.976734
ACACA,0.919729
SH3RF3,0.852280
EXTL1,0.945186
WNK1,0.948113
PIGM,0.861532
SLC26A4,0.796383
HELZ2,0.991222
SMG1,0.820237
IDUA,0.875871
ADCY1,0.935977
GALNT13,1.007370
CHD9,0.944823
ALB,0.935120
SLC22A13,0.888991
PTPRG,0.846957
NEDD4L,0.811640
PTPRD,0.972160
PTPRO,0.862708
COPB2,0.852119
