GENE,ENVISION
POLQ,0.979581
HSPG2,1.007300
RET,0.962495
CTDP1,0.883978
IKBKB,1.006650
NOS3,0.943732
CIT,0.885787
BCR,0.943557
FLT1,0.908676
LPIN2,0.946114
PTK7,0.840056
PLA2G4F,0.935764
PDPR,1.006080
TTN,0.770348
PTP4A2,0.896528
WEE2,0.794289
SPTLC3,0.742874
ABCC9,0.843892
ERBB2,0.985578
PHYKPL,0.848466
FMO1,0.906661
ERBB4,0.936191
SLC38A2,0.981369
SULT1A1,0.913650
PIGS,0.780152
MYO5B,0.774369
HEPH,0.834741
FGFR3,0.566351
NEK3,0.928150
B3GALNT2,0.827276
PPP1CA,0.878174
ABCG8,1.007000
SREBF1,1.016360
HECW1,1.005500
SPEG,0.979994
MINPP1,0.950611
PTPRH,0.779018
