GENE,ENVISION
SPHK1,0.923096
POLQ,0.927947
EPHA7,0.869045
GLA,0.793616
HSPG2,0.823216
STK16,0.895599
AGXT2,0.834660
DYRK3,0.778646
USP29,0.791187
MAPKAPK5,0.963019
CARNS1,0.965999
GK2,0.863674
NTRK1,0.981323
TTK,0.835901
LTC4S,0.915138
SDR9C7,0.919989
TTN,0.812975
ACY3,0.713733
ERBB2,0.930974
DNMT3A,0.786678
SIAH1,0.747833
PIK3C2B,0.913492
ST6GALNAC5,0.768623
RNF19B,0.957352
IDUA,1.019710
DUSP13,0.488981
LMTK3,0.833219
ALK,1.006730
SLC7A10,0.968710
MAP2K1,0.822742
PLTP,0.859872
ACLY,0.984028
XYLB,0.791852
