GENE,ENVISION
SPHK2,0.985958
EPHA1,0.837149
POLE,0.940475
SLC5A7,0.788861
ABL2,0.985650
ROS1,0.991222
DERA,0.922781
PTPN23,0.989139
APOB,0.854558
DHRS2,1.041010
TTK,0.826513
CSNK1D,0.875314
TTN,0.840430
PTP4A3,0.854838
TUT1,0.975103
WEE2,1.005070
CHEK2,0.710262
HNMT,0.823764
ASL,0.829556
XYLT2,0.962196
ST3GAL1,0.979438
PIGC,0.901013
CARS,0.985910
SLC24A2,1.000740
NUDT12,0.983257
GGT6,0.982257
USP34,0.807957
LPO,0.851695
PTPN13,0.914733
PTPN12,0.822194
SNRK,0.854525
ALOX15,0.693134
PTPRD,0.625736
PTPRO,0.854525
RNF217,0.965759
