GENE,ENVISION
KAT2B,0.958937
MDH2,0.775388
FAAH2,0.878343
FH,0.926709
ABL2,0.890047
ASS1,0.698767
TTK,0.778428
GUCY2F,0.786853
PPP1R3A,0.875837
DPYD,1.001900
UBE3B,0.709904
NDST2,0.829002
PIKFYVE,0.949909
FASTK,0.850203
TFRC,0.934234
FASN,0.882679
SACM1L,0.842275
MAPK4,0.855681
CYP24A1,0.849706
DHCR24,0.967011
GAA,0.967992
ITPK1,0.866235
ERBB3,1.021130
ASH1L,0.964505
ULK4,0.732440
UXS1,0.653909
ACSS1,1.017450
GALNS,0.857272
UBA7,0.849832
HERC2,0.846134
SLK,0.764203
UBR4,0.887856
TNK2,0.963270
CHST12,0.908578
XPO6,0.899915
BRAF,0.778662
ELOVL1,0.988208
STARD3,0.977632
PTPRM,0.912204
PRKD3,0.811500
