GENE,ENVISION
MUSK,0.956905
AGL,0.706152
TGDS,1.021040
GSTA5,0.795826
PPP2R3A,0.888903
KAT2B,0.911455
POLE,0.853337
INSRR,0.941406
CYP2S1,0.916144
SLC25A16,0.875190
B3GAT1,0.842963
FKBP8,0.840678
SLC10A2,0.961975
NCOA6,0.988752
NDST2,0.789861
USP42,1.006690
SIAE,0.903460
TTN,0.838149
PTS,0.894834
KDR,0.888433
LSS,0.507993
PTPRN2,0.830620
CYP2A7,0.543974
CDK9,0.926559
ADCY4,0.570198
NME7,0.901692
PTPRS,0.900694
SLC22A18,0.907099
CKMT2,0.852586
AARS,0.719785
CDC14B,0.898312
PTPN14,0.869306
RNF144B,0.947287
PPIH,1.009310
ABCC4,0.898711
ALOX15B,0.907679
GLS2,0.864744
UGT1A9,0.940075
