GENE,ENVISION
MYO3A,0.862359
BIRC6,0.942116
RAD18,1.001950
ASH1L,0.863993
SLC6A8,0.891426
PRKDC,0.888057
SLC22A12,0.968024
GSTA1,0.889124
DUSP27,0.977222
SLC52A1,0.998249
SLC10A2,1.002820
APOB,0.918780
USP48,0.825523
NEK1,1.006580
RAF1,0.852868
STK24,0.837061
TTN,0.702666
KMT2C,1.004750
NPR2,0.932657
SLCO3A1,0.982694
SERPINA1,1.008840
PHKA1,0.967939
FTMT,0.956264
A4GALT,0.920129
RNF25,0.954545
ALK,0.938073
PFKFB1,0.651363
PXDNL,0.992014
ADCY8,0.877075
MAP3K10,0.870622
WWOX,0.907702
ABCC5,0.827779
SLC1A2,0.770409
