GENE,ENVISION
MSMO1,1.006710
AOX1,0.982529
EPHA8,0.734250
LIMK2,0.966835
IDI2,0.785658
FLAD1,1.004530
SLC2A10,0.992119
LTK,0.689117
SLC5A5,1.003950
IKBKE,0.879167
ABL2,0.855230
SMURF2,0.964125
XPO7,0.807957
HS3ST3A1,0.982565
NEK9,0.854386
MARK4,0.980352
TTN,0.869900
KDR,0.941898
GBGT1,0.973004
CUBN,0.844822
UAP1,0.978880
HERC1,0.824713
PIK3C2A,0.839281
EHMT2,0.866663
ALG10,0.880375
ATP2B4,0.963976
POLR3A,0.948690
GTF2F1,0.572731
ALDH1L2,0.977076
RBBP6,0.847778
MDH1B,0.824589
POLE2,0.836811
CANT1,0.809109
ACOX3,0.959830
ABCC5,0.994760
NPC1L1,0.832580
NEU2,1.044520
