GENE,ENVISION
AGL,0.925817
ATM,0.932026
SMS,0.861416
SLC6A8,0.964243
HIPK1,0.897874
EZH2,0.852901
F13A1,0.574440
FLT4,0.953601
SLC9A2,0.884788
CDK13,0.769810
PIK3CG,0.991918
ABCB1,0.912647
SLC34A2,0.979108
TTN,0.917715
EYA4,0.824004
NNT,0.897614
DGKD,0.782268
MAN2C1,0.769588
POLG2,0.817750
ENTPD3,1.010610
TRHDE,0.757647
ACACB,0.596214
ENPP6,0.757399
WNK3,0.860290
PDP2,0.722557
UBA3,0.985515
ACLY,0.896949
USP34,0.943716
USP35,0.991760
LRP2,0.845902
LCT,0.848396
CA7,0.946831
GLUD2,0.486786
SETD1B,0.947529
PTEN,0.881816
NDUFS3,0.846743
STK39,0.932255
