GENE,ENVISION
SLC7A3,1.016800
AOX1,0.757592
FLVCR1,0.907667
BIRC6,0.864442
NUAK2,0.792116
STK16,0.960773
CARM1,0.777848
DHCR7,0.855103
MED1,0.939285
CIT,0.986691
SLC30A7,0.919117
BCR,0.971067
GUCY2F,0.940821
CYP2F1,0.934200
CHIT1,0.927503
NTRK1,0.912843
ITPKB,0.828170
UGT2B11,0.838104
HSD17B3,1.011040
KMT2B,0.963887
ASH1L,0.919141
HAL,0.951271
SIRT5,0.945523
CA12,0.952112
ILK,0.818461
FES,0.615654
PIGW,0.854347
STT3B,0.800783
ALDOB,0.729033
MCCC2,0.733923
SGK3,0.795911
SDS,0.944106
PXDNL,0.981973
CDC14A,0.911420
SPRYD3,0.942932
ATP1A2,0.936958
ABCC4,0.972353
