GENE,ENVISION
HSD17B12,0.791852
AOC3,0.989816
HSD17B11,0.830819
WNK2,1.013190
HSPG2,0.972073
RPN2,0.965039
FMO6P,0.929466
UPB1,0.603667
SLC5A9,0.774022
NDUFAB1,0.926643
SLC28A2,0.971704
GRK7,0.913923
MIB2,0.787422
MASTL,1.012261
CASK,0.933311
CPA5,0.941055
MARK4,0.888562
ENPP6,0.877047
CSNK1D,0.878374
DGKI,0.869217
FASN,0.926106
MYCBP2,0.925463
EPRS,1.016380
TTN,0.719288
HAL,0.982021
NAGS,0.960551
ACACB,0.910897
ACSS3,0.983903
PRKCE,0.822540
CTSF,0.963513
RPUSD4,0.963442
UAP1L1,0.792576
HELZ2,0.998278
EP300,0.741704
TYRO3,0.819676
RPS6KA1,0.621296
CHST13,0.859763
NME3,0.973782
EIF2AK1,0.832981
CKMT2,0.934813
CYP2C19,0.811833
INSRR,0.993876
