GENE,ENVISION
FKBP14,0.802468
FHIT,0.894379
B4GALNT2,0.813300
NTAN1,0.905647
SLC7A2,0.987100
LATS2,0.844872
CDKL3,1.024980
PIK3CG,0.958877
SLC30A7,1.013030
XDH,0.984244
GCDH,0.839263
ACER2,0.978674
SERPINA3,0.752008
APOB,0.916498
CDK12,0.778556
ABHD6,0.892430
PIK3CB,0.911135
SULT1C4,0.952692
DGKI,0.897893
INPP4A,1.011650
PHKB,1.095760
GATM,0.570648
ITPKB,0.928520
MYCBP2,0.785757
ZSWIM2,0.824807
DIO3,1.014790
DAPK1,0.636755
HSD17B7,0.831001
KMT2C,0.857463
TTN,0.940906
USP11,0.808084
GUCY2C,0.854416
ACACA,0.865167
TICRR,0.978358
KMT2D,0.891618
AUH,0.810681
WNK1,0.884229
ADCY6,0.819494
TKTL2,0.787530
GYS2,0.842708
STK4,0.982750
MIA3,0.939872
PLA2G4C,0.785578
HGD,0.851812
SLC27A1,0.977132
PFKL,0.764378
PAFAH1B2,1.010160
LRP2,0.803979
PTPRU,0.847697
SLC6A18,0.769881
SLC16A1,0.975584
KAT6A,0.796725
ROCK2,0.985508
FITM2,0.950421
ABCA4,0.982671
MAST3,0.737072
ABCA1,1.017580
SPEG,0.976053
SLC18A1,1.030400
HIBCH,0.972885
