GENE,ENVISION
POLA1,0.800641
DCXR,0.616493
UBE2D4,0.766963
EPHA4,0.771232
CHSY3,0.953284
CD36,1.016940
CDK9,0.635169
SLCO1B1,1.028110
PTPN3,0.857184
IARS,0.947586
APOB,1.001040
DCK,0.999544
MGAM,1.002670
TTK,0.923665
TTN,0.907965
ASAH1,1.007200
IRAK4,1.011970
BRAF,0.744455
SLC38A5,0.956810
KMT2A,0.850902
HSPG2,0.735261
NAT2,0.666532
BCAT1,0.935385
REV3L,0.710695
GSTA2,0.854485
PTPRN,0.847690
ACO1,0.768178
SMG1,0.902250
CYP3A4,0.895330
CLK1,0.931556
SLC35D2,0.751676
INPP5D,0.903480
PGLS,0.974386
CBS,0.690380
SAE1,0.873855
SLC25A21,0.938945
HS6ST1,0.747768
PPP3CA,0.664774
CFTR,0.869285
CYP26A1,1.017120
