GENE,ENVISION
MAP3K1,0.699520
ALAD,0.939500
SLCO1A2,1.003500
CYB5R1,0.937902
UGT3A2,1.008770
HUWE1,0.824425
CHSY3,0.988455
P4HA2,0.978814
ETFB,0.680836
ME1,0.855516
INSRR,0.973374
FBP2,0.882747
DUSP21,0.781127
WWP2,0.997944
NEK9,0.798604
MAPKAPK2,0.907819
DUSP27,0.923519
LPIN2,0.974611
TTC3,0.825860
TPTE,1.019470
GK2,0.769878
CHST6,0.961274
OPLAH,0.981552
MARK4,0.867858
EPHA7,0.854627
CSNK1D,0.772414
FUT4,0.998512
TTN,0.865892
PGP,0.964489
TTL,0.935855
IRAK3,0.985168
RNF31,0.867078
EYA2,0.754599
DNMT3A,0.791193
SLC12A3,0.952589
KMT2D,0.907649
PIKFYVE,0.974297
VNN2,0.961255
PIGV,0.769387
NCOA6,0.852521
RNF19A,1.005110
ALK,0.893376
SCARB1,0.862928
ADCY8,0.681375
ADCY9,0.973673
MDH1B,0.906864
PTPRD,0.971037
HSD3B1,0.944700
AASDHPPT,0.855516
PTPRK,0.719785
RNF146,0.818744
