GENE,ENVISION
HECTD3,0.915283
HECTD1,0.876844
HELZ2,0.966896
HSPG2,0.974966
PTK2B,0.792196
SETD1B,0.865213
CDK20,0.857831
CHKB,0.855682
NEK7,0.988706
PTPN21,0.979912
CSF1R,0.686509
DHRS3,1.056540
PFKP,0.919273
PRKCH,1.107740
HAL,0.927168
TTC3,0.815175
MYLK4,0.777814
SLC24A3,0.866328
SLC26A4,0.944510
POLR2C,0.718142
USP15,0.980688
ACOT7,0.964954
ATP2B3,0.942156
DUSP12,0.849706
RPS6KA5,0.660747
SLC22A18,0.906404
TSTA3,0.972130
ALDH1L1,0.974415
PFKFB4,0.847622
KIT,0.927070
PDK1,0.869449
PTPRD,0.863522
MVD,0.781305
SLC1A7,0.859651
ABCC2,0.973828
