GENE,ENVISION
MYO3A,0.839081
AGL,0.860510
B4GALNT3,1.010770
UGT3A2,1.017670
ALG1,1.012170
CAT,0.935236
TNIK,0.864972
MED1,0.719643
USP25,0.877349
PAM,0.883858
NCOA1,0.988644
PXDN,0.727300
ACSM1,0.526220
STYXL1,0.919424
MGAM,0.899720
DGKQ,0.869252
TTN,0.930632
BMX,0.950504
BRAF,0.768553
UGT2B4,0.953593
DPYSL2,0.755860
CYP4Z1,0.854961
EPHB4,0.885369
LIPF,0.933702
AOAH,0.769810
MOGAT3,0.881166
INPP5J,0.792289
TAOK2,0.797274
UBR4,0.868930
CYP1A2,0.811065
CHST12,0.780120
ADH7,0.871201
SLC17A6,0.843953
SLC2A1,0.855447
UST,0.930290
ABCC2,0.984301
MGAT4C,0.720931
RNF125,0.995539
PRKD1,0.939474
TYR,0.784043
DUSP22,0.861373
