GENE,ENVISION
BLK,0.982566
POLQ,0.956698
ATP6V1H,0.852204
PGLYRP1,0.940174
ULK1,0.920775
INSRR,0.962579
B3GAT3,0.955183
APOB,0.872575
VARS,0.816453
SDR16C5,0.772411
CDKL4,0.958924
TFRC,0.937128
TTN,0.896481
AURKC,0.951294
TRPM6,0.794710
ACVRL1,0.625496
MTR,0.724234
ACSF2,0.898463
PKN2,0.910055
PPP2R2B,0.920514
USP38,0.991942
MGAT3,0.882264
SLC26A4,0.904866
TMX3,1.024510
SLK,0.959050
USP32,0.868092
PHLPP1,0.813133
BSCL2,0.867565
NUDT12,0.998219
B3GALNT1,1.005270
HEXA,0.954807
CHSY3,0.719288
TPTE2,0.795777
BRAF,0.768553
CYP11B2,0.984954
SLC22A8,0.928873
