GENE,ENVISION
RNF14,0.988576
UBE2Q2,0.888634
PRKAG2,0.999232
HIPK3,0.999015
HIPK2,1.036683
HIPK1,1.000740
FKBP3,1.001970
TAT,0.962279
SMG1,0.997095
CKB,0.796612
RNF115,0.981997
SPTLC2,0.994077
ZSWIM2,1.007100
HMGCLL1,0.955778
IGF1R,0.944634
B3GALT2,0.991429
SLC38A2,0.923450
SLC25A5,0.585935
PIK3C2B,0.972418
PIK3C2A,0.973070
MACROD2,0.866123
CYP4X1,1.005660
LMTK3,0.860329
CYP26A1,1.021620
MYO3A,0.950133
MYO3B,0.971426
DSTYK,0.977525
UBE2D3,0.874490
POLR1A,0.982159
CHKA,0.947021
XPO6,1.010910
TTN,0.789899
GCK,0.894404
GUCY2F,0.955495
CHUK,1.016690
NAPSA,0.996491
CSGALNACT2,0.952865
MCCC1,1.021980
SULT4A1,0.912675
SLC22A5,1.013060
MYBBP1A,0.989013
RET,0.830297
POLG,1.026120
SLC4A4,1.001800
SLC4A3,0.666197
STT3B,1.009560
CDC7,0.913608
NCOA2,0.990958
NCOA1,0.951901
NCOA6,0.965479
ASPA,0.986622
NADSYN1,0.854838
ALK,0.892146
SLC17A7,1.024540
ABCA4,1.007900
COX5A,0.854793
NPR2,1.024950
PTPRZ1,0.958639
CBLL1,0.998711
PMPCA,0.992572
DPYD,0.786078
CDK12,0.761643
CDK13,0.949335
CDK16,0.923368
SLC25A3,0.958774
CNOT4,1.014820
HS6ST2,0.959085
WNK4,0.928446
ST6GALNAC5,0.964604
OGT,0.718498
FAR1,1.005790
PPP3CA,0.985528
FUT8,0.980830
PPP2R3A,1.009780
USP31,0.977169
USP24,0.945112
SLC25A13,1.040201
ROS1,0.945820
USP21,1.019870
USP20,0.978473
USP34,0.844836
USP36,0.996262
AMPD2,0.826071
DYRK1A,0.996628
MTMR3,0.941036
FGA,0.834954
PIP4K2C,0.935566
EXT1,1.030041
XYLT1,0.973153
REV3L,0.911733
RNF19B,0.978172
RNF19A,0.980842
CSAD,0.932425
RNF103,0.923070
RNMT,0.990568
DDAH1,1.006330
ALG8,1.023390
PIGA,1.009510
ALG6,0.999068
RBBP6,0.910711
NEK1,0.859390
NCOR1,0.978208
CDC42BPB,0.936181
FKBP1B,1.030630
NLK,0.988734
ITPK1,0.961558
BUB1,0.974627
DPYSL3,0.914897
DLD,0.980145
NUDT2,0.969462
GALNT6,1.034790
GALNT7,1.033780
GALNT1,0.993708
GALNT3,1.009380
PLA2G16,0.977567
PPP5C,0.971131
ATP6V0A2,1.011880
NSD1,0.677520
CLK1,1.031590
MUT,0.983248
CLYBL,0.968554
ATM,0.935982
ATR,0.959618
SMPD3,0.940463
FLT3,0.834151
QPRT,0.868841
HAS1,0.835155
ACVR2A,1.014960
DPAGT1,1.008550
RCL1,1.032117
ST8SIA1,0.932845
ENO2,1.008049
TAOK1,0.939049
UHRF2,1.013122
TAOK3,0.988743
SLC22A18,0.903352
ACOX1,0.977399
RNF146,0.631315
SLC4A10,0.972778
POLA1,0.891245
PTK2,0.973562
USP2,0.992890
USP3,0.998651
MTMR14,1.085476
NR1D1,0.950103
UGT1A10,0.985931
FYN,1.009250
FASTK,1.013835
ABCB1,1.028760
ABCB4,1.093206
AMD1,0.968239
PRKCI,1.006370
PRKCA,1.032692
SLK,0.934320
DHCR24,0.867189
CHST11,0.986654
SLC6A20,0.868707
CHST12,1.014670
SLC16A1,1.017160
PFKFB3,0.995517
PFKFB2,0.995156
ROCK2,0.995968
KAT6B,0.734286
KAT6A,0.888009
FLVCR1,0.980683
WWP1,0.735874
SLC6A9,1.013802
CHSY3,0.988113
PAM,0.933517
TOPORS,0.984122
MAP3K9,1.022980
PPP1R3A,0.827543
HUWE1,0.881377
WNK2,0.916672
WNK3,0.786025
WNK1,0.981812
ACSM2B,0.762691
PASK,0.994723
USP38,0.962971
