GENE,ENVISION
AOC3,0.780535
LIMK1,0.575256
MAP2K3,1.005140
POLR1A,0.939243
TNIK,0.856433
FKBP7,0.999520
POLR3B,0.787101
ST6GALNAC6,0.824808
USP25,0.754599
SLC25A13,0.830299
APOB,0.973314
PXDNL,0.892964
CDK13,0.998219
GLDC,0.738329
MAP3K6,0.911693
LPIN2,1.023830
TTN,0.528144
WEE2,0.997382
FUT2,1.085670
MTMR14,0.999033
ATP8A1,0.866988
MAST1,0.918041
EPHA10,0.776541
STT3B,0.762093
ALK,0.841718
MOGS,1.016600
GCNT1,0.855098
MYLK,0.769743
STK31,0.763776
ATP1A4,0.949425
BRAF,0.768553
STK36,0.966901
SPEG,0.766511
FUT9,0.906689
