GENE,ENVISION
SULT1B1,0.834346
RFWD3,0.897223
VARS,0.726924
KMO,0.977996
ATM,0.751029
HGD,0.973801
EHMT1,0.898601
SERPINA1,0.831644
PPP1R3A,0.953231
BLVRA,0.949246
MAP3K3,0.948626
MAP3K6,0.924078
SLC6A18,0.989657
FASN,1.009220
TTN,0.906404
ENPP7,0.791846
TNKS2,0.854455
LIMK1,0.793097
PFAS,0.914207
AASS,0.843072
CSK,0.611764
HMGCL,0.890388
HK3,0.824169
WNK1,0.831388
MAN2A1,0.853141
SMYD3,0.959771
CHDH,0.859227
GART,0.767808
MVK,0.671629
ST6GALNAC5,0.995846
LRP2,1.021480
DOT1L,0.832696
GTF2F1,1.015460
SLC22A12,1.022720
CYP2E1,0.852890
CDK1,0.996680
PTPRB,0.840143
NSD1,0.773456
