GENE,ENVISION
MYO3A,0.764839
SLC6A7,0.976077
BIRC6,0.964966
NUAK2,0.954371
HSPG2,0.762927
PTPRZ1,0.980876
NOX3,0.849322
SETD1B,0.989398
NR1D1,0.942407
MINK1,0.943472
SERPINA3,0.803928
SMG1,0.900548
PPP1R3A,0.836278
UGT2B15,0.852507
CDC42BPG,0.882202
UGT2B10,0.801223
TTN,0.509720
SYNJ2,0.772011
GBA2,0.992217
SLC8A3,0.786678
WNK2,0.974680
PKN2,0.880436
CYBB,0.883831
MAST2,0.994800
ALG11,0.991452
PTPN7,1.021880
ALDH18A1,0.970349
SLC20A1,0.797565
LMTK2,0.973288
SUCLA2,0.778915
PFKFB2,0.989471
RPAP2,0.873605
YARS2,0.974434
CDK7,0.966922
PAK2,0.866861
