GENE,ENVISION
AOX1,0.991257
B4GALNT3,0.923030
HACL1,0.786853
HSPG2,0.937213
SLC2A10,0.823472
MARCH7,0.912799
ABHD12,0.916967
ACAD10,0.982652
DUSP22,0.958659
DUSP27,0.899352
PDHX,0.997286
LBR,0.903330
MGAM,0.882150
BBOX1,1.015180
SLC12A7,0.865183
FGR,0.817469
LTC4S,0.915138
DGKH,0.851026
TTN,0.876519
DAGLA,0.883431
NOS3,0.730527
ENTPD3,1.102820
TIAM2,0.921268
ACSF3,0.988207
PASK,1.021160
REV3L,0.900654
GPX8,0.908702
XYLT1,1.013580
RNF20,0.961361
LRP2,0.758157
DBH,0.902855
ADCY7,1.002450
CYP8B1,0.989321
PHLPP1,0.824944
ST8SIA4,0.734591
CDC14A,1.008240
KIT,0.909941
PTPRD,0.668048
CYLD,0.804631
NSD1,0.997898
MYO5B,0.989859
MAK,0.815467
NEU1,0.997513
DMGDH,0.908245
