GENE,ENVISION
SYVN1,0.822913
GNPTAB,0.965281
BIRC6,0.772005
GAPDH,0.923160
ACHE,0.993988
USP42,0.963302
NCOR1,0.923951
AQP3,0.762927
DPYS,0.677359
HERC2,0.791805
LPIN1,0.761869
PLOD1,0.911002
SLC9A8,0.802322
PHKB,0.985715
CMAS,0.970964
FTCD,0.902146
TTN,0.602609
ZSWIM2,0.999311
BMX,0.890035
DGKG,0.971374
PFAS,0.865722
SLC6A14,0.915876
PRKCI,0.645403
PLCB2,0.732995
CPT1B,0.962041
TICRR,0.938967
VRK3,0.977358
CHST8,0.977724
ALDH6A1,0.764378
TGS1,0.976468
CHFR,0.800200
STK17B,0.754574
FGFR3,0.964373
MCCC1,0.855618
PTPRT,0.823674
SDSL,0.797521
SLC17A6,0.978727
PXDNL,0.944597
CERK,0.812515
SLC22A9,1.005760
PPIP5K1,0.813133
BRAF,0.768553
TPSD1,0.892808
ABCC1,0.928918
