GENE,ENVISION
RNF14,0.775057
SLC4A10,0.931895
NAGPA,0.796554
KMT2B,0.817338
BIRC6,0.921537
MYO3A,0.825551
PRKAA1,0.933277
MAN1B1,0.851697
CHAT,0.717399
PMM2,0.739456
CYP4F2,0.977473
ROS1,0.971220
SLC9A5,0.719785
LPIN3,0.827317
CPA1,0.889637
RORA,0.975125
SLC34A2,0.986398
TTN,0.941600
ACSF3,0.971449
PRKG2,0.950261
B4GALT2,0.924811
UGGT2,0.975669
TYRP1,0.732527
KMT2A,0.859167
DNMT3A,0.768384
WNK1,0.859985
ADCY6,0.769176
PPARA,0.869182
USP36,0.825411
ABCC11,1.085120
STK32A,0.897356
ALG3,0.746789
EIF2AK3,0.991725
MAP4K1,0.761606
HS6ST3,0.984136
