GENE,ENVISION
JAK3,0.867979
SLC32A1,0.828663
USP4,0.884061
USP40,0.821144
LATS2,0.776943
LATS1,0.963675
CHI3L1,1.014430
FUK,0.815885
DUSP27,0.973323
PTPRD,0.781846
SLC6A18,0.978015
MYCBP2,0.917111
ITPKB,0.928520
TTN,0.452671
CDC42BPB,1.040980
SLC8A1,0.983262
DYRK1B,0.876316
NDUFB5,0.976376
GAA,0.804665
NT5C1B,0.849834
ATE1,0.921912
FMO5,0.817589
CHPF2,0.899920
PEX11A,0.968652
PRKACG,0.982629
UBA1,0.869306
DDC,0.802971
MAK,0.985650
USP37,0.736162
CTDSPL2,0.727329
PFKFB3,0.857157
SLC16A7,0.947557
STK10,0.802430
MTTP,1.015620
STYXL1,0.959993
CLK2,0.894140
