GENE,ENVISION
MUSK,1.010970
MYO3A,0.756688
FHIT,0.591628
POLQ,0.929205
AQP7,0.872906
ATM,0.813255
CTDP1,0.984479
EZH1,0.719785
DMGDH,0.801245
FLT1,0.878130
TAT,0.739616
TIAM2,0.933190
CPA5,0.837989
ACAA1,0.511889
SLC6A18,0.938736
LSS,0.962319
DCT,0.972694
SLC8A2,0.780062
TTN,0.810976
ICK,0.942564
RCHY1,0.986012
B3GALT2,1.018520
PTPDC1,0.782597
HERC1,0.900835
USP13,0.998999
LTK,0.689117
PTPN5,0.915977
SLCO1C1,0.769810
CHST11,1.015830
P4HA2,0.977365
ATP4A,0.719643
RNF180,0.951243
MDH1B,0.975052
BMPR2,0.804195
PTPRM,0.874217
PKM,0.884865
