GENE,ENVISION
KARS,0.919578
SPHK2,0.992751
BIRC6,0.866059
MKNK1,0.902751
SETD1A,0.977097
ACAD10,0.982652
DAD1,0.781228
KANSL3,0.906881
NEK4,1.028310
SLC25A13,0.963455
ACAA2,1.013690
ITPKB,0.830283
SACM1L,0.842275
AURKB,0.899065
JAK1,0.754302
GGH,0.814973
TTN,0.707519
DGKZ,0.976029
TNK2,1.012850
CUBN,0.912353
ATP10A,0.979914
MYLK4,0.975815
BCAT1,0.922652
PHLPP2,0.915522
EP300,0.760206
USP35,0.796204
GSTO2,0.972652
DEGS1,1.015880
ACOX3,0.853176
PFKFB3,0.826557
ATP6V1E2,1.020180
PTPRD,0.656361
MYBBP1A,0.829235
POLRMT,0.877630
AHCY,0.963964
PRKD3,0.923830
