GENE,ENVISION
MYO3B,0.938488
POLQ,0.760440
TRIM32,0.916266
AMPD1,0.893955
FTMT,0.862763
DCLK2,0.842193
ALOX15,0.840763
GAMT,0.775479
SLC5A8,1.006580
PARP8,0.800646
UGT1A7,0.843978
SLC4A9,0.830019
OPLAH,0.767868
HMBS,0.920238
NCOA1,0.926734
NT5M,0.788663
LPIN3,0.848545
NTRK1,1.005790
SLC12A5,0.652294
RNF133,0.808870
UBR5,1.009100
ETNK1,0.771222
JAK1,0.842724
BSG,0.798155
MTMR3,0.998488
MTMR2,0.767475
SLC35C1,1.005530
ICK,0.978791
TRIO,0.820259
TPST2,1.019980
FUT1,0.990179
DOT1L,0.540715
SLC27A3,0.952029
STK32B,0.745842
TRPM7,0.834546
INPP5E,0.849690
INPP5J,0.869357
PTPRF,0.990174
SI,1.022210
HECW1,0.827514
RDH12,0.781916
RDH13,0.849384
SLC1A5,0.843543
UQCRFS1,0.854824
