GENE,ENVISION
ATP6V1A,0.939554
B4GALNT1,0.894370
GNPTAB,0.870990
LIMK1,0.646825
FTMT,0.923104
AKT1,0.782313
ALOX12,0.760939
FKBP9,0.843373
EHMT2,0.921990
NCOA6,0.858048
AASS,0.866067
TKTL2,0.858461
INPP4B,0.925954
SLC4A8,0.755866
CYP26B1,0.947942
TPTE,1.000250
TRPM7,0.864855
ROS1,0.946576
FMO2,0.767530
PLCB1,0.889707
PARP9,0.889665
FMO4,0.965407
GALNS,0.856235
PIGN,0.990960
PTGIS,0.920724
MIA3,0.745755
USP15,0.820945
UCP2,0.914804
AKR7A3,0.954926
ADCY9,0.854365
PPIP5K2,0.759858
CYP2C19,0.945076
AATK,0.995659
TYR,0.965340
