GENE,ENVISION
USP2,0.967723
CTDP1,0.848653
ALOX15,0.815467
RRM2,0.937081
USP26,0.901151
LOX,0.896796
SHPRH,0.894240
ALDH1A3,0.834103
NEK7,0.988706
SLC27A6,0.962276
PXDNL,0.867541
USP44,0.982316
TIAM2,0.838316
RPS6KB2,1.017970
PC,0.751144
PDPR,0.985729
GAK,0.834007
TTN,0.924479
ETNK1,0.768895
AURKC,1.002040
SLC8A3,0.798158
ACVR2A,0.984752
PARP8,0.846134
TSSK3,0.923456
CUBN,0.999644
PTGR1,0.908313
MAST2,0.976790
UAP1L1,0.762629
PDF,0.901681
SETD2,0.913237
STK32B,0.984900
LGMN,1.003680
ENPP6,0.976337
CERK,0.776692
KIT,0.778021
BRAF,0.768553
SULT2B1,0.870922
ACLY,0.984028
