GENE,ENVISION
CDK20,0.917713
DUOX1,0.876407
OTUD5,0.874009
MKNK1,0.945121
PIGT,0.868841
ATP6V1H,0.865227
HIPK3,0.759110
ARAF,0.890167
HAAO,0.789040
ME3,0.948073
NTRK3,0.845898
UBR1,0.905993
AXL,0.823326
FLT1,0.943768
HACE1,0.881066
USP48,0.975224
PXDNL,0.959722
CDKL4,0.929810
XDH,0.732540
RNF115,0.856896
BCR,0.777021
COPG1,0.787961
DGKB,0.988464
SLC35A1,0.943678
ASH1L,0.824388
CPT1B,1.002140
BARD1,1.016790
ACSS2,0.890300
SULT1A2,0.997937
HERC1,0.863589
ALDH6A1,0.943498
SSH2,0.975208
FES,1.017730
GFPT1,0.900771
UCP2,0.778646
CYP1A1,0.970738
ACSL3,1.058520
SLC22A7,0.990165
SLK,0.894538
KAT6B,0.827314
ABCA8,0.953471
