GENE,ENVISION
PTGS2,0.585054
GSR,0.538588
WWP1,0.767475
SLC2A11,0.801714
SLC5A1,0.811368
DDOST,0.975630
NOX5,0.984547
HAAO,0.917277
POLR3A,0.873376
TPK1,0.957126
MAPKAPK2,0.907819
USP33,1.008290
XPO7,0.875892
A4GNT,0.784977
NEDD4,0.851330
CAMKK1,0.778113
TPTE,1.013520
TIAM2,0.942835
TTN,0.743251
RNF152,0.993970
ALG13,0.926399
GOT1,0.731253
VRK1,0.996343
PARP9,0.910783
KMT2D,0.846685
PDIA6,0.985384
SLCO2A1,0.809231
CTBP1,0.927964
PLA2G4C,0.855075
FADS2,0.857184
USP35,0.744925
MAN1A2,0.876911
ENGASE,0.870318
ADCY1,0.952232
MAP3K10,0.887773
CDK2,0.991115
MYO5B,0.925916
STK35,0.971166
UGT2B28,0.929985
