GENE,ENVISION
SLC6A7,0.989944
GNPTAB,0.953201
ACSL6,0.914087
EPHA2,0.948452
NOX3,0.982035
AKR1A1,0.953852
NOX5,0.881149
SIRT7,0.976975
ACADM,0.798829
NAGS,0.979900
NCOA6,0.794710
BHMT2,0.807439
RPS6KB1,0.626726
CERCAM,0.873385
CDK14,1.009840
VNN2,0.838556
DGKI,0.933740
NAMPT,0.891577
TTN,0.911815
ACOT12,0.968340
NMNAT1,0.974946
AQP10,0.928299
SUOX,0.941795
KDR,0.810995
CPT1A,0.952166
PLCB2,0.710695
ACACA,0.775135
B3GALT1,0.867368
KMT2D,0.922732
CUBN,0.869219
PPEF2,0.874972
KAT2B,0.967904
SLC26A4,1.020830
ACOT8,0.985558
ACE2,0.928552
SLC26A9,0.818288
GALNT6,0.851573
SETD2,0.933607
CHST4,0.789713
CA7,0.998247
PTEN,0.841133
GLYAT,0.918310
PHKG1,0.987803
PIGO,0.780225
PTPRN,0.899973
PTPRH,0.942351
