GENE,ENVISION
HECTD1,0.884351
OTUD5,0.891220
CHSY1,0.984771
CARS2,0.948046
FKBP5,0.759805
SLC4A7,0.968827
L1CAM,0.840282
CYP2S1,0.799693
CYP4F3,0.857480
MARCH9,0.918710
FLT3,0.976442
PLXNB3,0.806364
KMT2D,0.894418
CASK,1.024430
SLC4A8,0.913116
TTN,0.980183
ASL,0.803046
ASH1L,0.787804
BARD1,0.883766
NARS2,0.864297
SLC24A3,1.007833
SRM,1.002610
MAST2,0.631476
CYP2A6,0.970738
HELZ2,0.978141
A4GALT,0.800803
MDM2,0.953270
AKR7A3,0.971065
DUT,0.902949
USP36,0.978930
USP37,0.886227
UBE2O,0.949970
ADCY1,0.997208
MANBA,0.845924
MAP3K10,0.982808
ABCA4,0.873478
NKTR,0.968339
PTPRN,0.997095
NEU1,1.016590
PSKH1,0.972075
