GENE,ENVISION
GBA,0.526139
CYP4B1,0.952049
PTPRZ1,0.883273
DUSP28,0.963798
PRKAR2B,0.869233
SLC5A5,1.016570
ADCY10,0.812913
ACAD10,0.742289
RAF1,0.751487
SQLE,0.895135
AXL,0.978697
PLXNB3,1.019760
LGSN,1.003950
NDUFS1,0.786086
ACACB,0.551095
FASTK,0.955157
TTN,1.013420
AMD1,0.885919
ACVR2A,0.972598
SLC14A2,0.770560
EPHB4,0.825944
KMT2D,0.856019
WNK3,0.892224
ACSF2,0.826576
BCAT2,0.940450
USP13,1.010240
MIA3,0.989945
BDH2,0.747140
ZC3HAV1,0.910854
DZIP3,0.894738
SLC2A8,0.914716
RNF185,0.847617
BAAT,0.954393
CA4,0.825345
SLC22A5,0.859195
MTTP,0.967324
HSD3B2,1.009570
DECR2,0.875263
RNF123,0.972310
CREBBP,0.651571
