GENE,ENVISION
TGM7,1.012000
DUOX1,0.769552
POLR3A,0.970525
LIPC,1.015250
PTPRZ1,0.905559
GLUL,0.707020
FAXDC2,0.952640
USP28,0.825523
FLT3,0.851330
CAD,0.972050
TRHDE,0.822607
CHD9,0.849001
RPS6KB2,0.767551
BRPF1,0.961748
GGT5,0.961548
DYRK1A,0.912185
TRPM6,0.835425
SETDB2,0.990669
DGKE,0.940533
CHST11,0.867823
KCNJ11,0.961296
ERBB4,1.035000
LIPG,0.978927
AMFR,0.927680
A4GALT,0.977768
SLC27A6,0.937850
CSGALNACT2,0.942932
TPSAB1,1.015500
EPHB4,0.645237
HIPK1,0.782044
ABCA4,0.879153
HSD3B2,0.986955
WWOX,0.838083
SLC18A2,0.978644
SLC1A6,1.008840
NEU2,0.879134
