GENE,ENVISION
COLGALT2,0.978659
AGL,0.967088
UBE2QL1,0.850315
SLC2A14,0.838102
EZH2,0.763250
SLC5A6,0.900812
BCR,0.766760
PDHX,0.880227
IARS2,0.818307
CHD9,0.989496
USP46,0.974139
MIB2,0.817740
PIK3CG,0.915864
ACAA2,0.988226
OBSL1,0.861288
EPHB3,0.833796
ULK1,0.780152
TTC3,0.920107
SLC13A1,0.831774
ENPP3,0.923238
RBP2,0.916850
NOL9,0.921303
EPHA10,0.818033
PTPRT,0.534867
PTPRS,0.775843
SDS,0.829420
HAT1,0.875026
ACAD9,0.879553
SLC2A4,0.940341
MYLK,0.825784
PTPRB,0.782567
HECW2,0.985452
ABCC1,0.987463
ABCC3,0.860184
