GENE,ENVISION
STK3,0.821504
HUWE1,0.953171
SLC7A3,0.952942
MAPK15,0.822577
PNLIP,0.831919
FABP1,0.865391
PHLPP1,0.943061
PLA2G7,0.749126
PXDNL,0.936564
GK2,1.006490
PIK3CG,0.858618
PLCH2,0.927274
PC,0.850207
SARDH,0.833234
GOT2,0.747079
PIP5KL1,0.849706
EPHB1,0.746665
SHPK,0.984492
CARS,0.922538
WNK4,1.016010
TGS1,0.985077
CYP2A7,0.799776
GNPAT,0.887492
USP31,0.980842
SLC15A1,0.953955
PTPRU,0.794155
ADCY9,0.976874
USP51,0.942713
FUT7,0.985730
ATP1A4,0.816580
BMPR2,0.951032
ABCC9,1.002410
CMTR1,0.974987
