GENE,ENVISION
B4GALNT4,0.855516
AOX1,0.865498
BIRC6,1.005260
EPHA2,0.629253
H6PD,0.922072
ETFB,0.591985
ATR,0.793323
SLC5A5,0.955885
USP29,0.876885
SLC4A2,0.976219
ABL1,0.791998
USP24,0.869045
MAP3K9,0.868119
LRRK1,0.987578
PXDNL,0.790308
CPA1,0.861636
USP40,1.000180
TPSAB1,0.702672
FHL2,0.801414
UCK1,0.858908
DGKI,0.880265
RPIA,0.904977
TTN,0.499462
MTMR7,0.940517
EPRS,0.980120
NT5C1B,0.982345
GGTLC1,0.865106
IARS,0.917840
PRKAB2,0.910747
WNK2,0.841814
GPAT2,1.005920
HERC1,0.824713
GGT1,0.819830
PLCD3,0.882457
SLC24A1,0.884847
NANS,0.898347
TYRO3,0.814173
UBR4,0.719643
LRP2,0.822301
PTPRU,0.986805
ACSS3,0.860021
ATP4A,0.764378
TAF1,0.854115
PTPN13,0.943495
PIP5K1A,0.995462
AGXT,0.913486
SLC16A7,0.873326
STK31,0.936626
MGAT3,0.996569
SPEG,0.780225
PTPRM,0.861635
CHEK1,0.971341
