GENE,ENVISION
TGM1,0.837718
AMPD1,0.947529
HSPG2,0.782862
POLE,0.982930
MOXD1,0.827498
ADSL,0.988196
PIK3CG,1.010270
TARSL2,0.939189
SLC4A8,0.742782
DPEP2,0.976154
PTPN21,0.978017
LPIN1,0.914172
USP43,0.828583
ROS1,0.813842
MARK1,0.985958
LDHC,0.832503
TTN,0.561881
HMGCS2,0.959463
ACACA,0.787500
ASPG,0.895325
PLA2G4F,0.910705
USP36,0.971747
USP37,0.943799
CYP7B1,0.936288
INPP1,0.932745
SLC17A8,0.980115
PTPRR,0.945214
INPP5F,0.853054
SLC22A16,1.083120
SLC11A1,0.785679
SLC16A7,0.906774
PTPN14,0.863306
NEDD4L,0.795950
FTCD,0.803652
BRAF,0.768553
RDH12,0.915659
SPEG,0.895212
TYR,0.927048
