GENE,ENVISION
USP17L2,0.790466
TGM6,0.934854
ST6GAL1,0.890041
AMPD1,1.000330
PPP2R3A,0.911268
MAP2K2,0.867317
SLC25A37,0.996036
FKBP7,0.783457
MDH2,0.914212
PGLYRP4,0.981794
B3GAT1,0.785149
CYP4F2,0.977473
SH3RF3,0.847335
LPIN2,0.892312
TRHDE,0.874758
RGL1,0.857224
MAOA,0.861923
USP40,0.915337
GAK,0.953657
MARK1,0.841017
OBSL1,0.753781
CNP,0.712912
CES5A,0.928347
ACOT12,0.901003
AASDH,1.008870
IDI2,0.790904
ATM,0.887942
CYP4Z1,0.976798
AMY2B,0.889602
LRP1,0.767475
ACSS3,1.021460
BCAT2,0.950746
FUT10,0.858722
NOL9,0.880106
HELZ2,0.919563
KAT6B,0.899910
MAN1A1,0.988640
UBR4,0.649244
LCT,0.964545
SLC20A1,0.797565
LMTK2,0.952984
HLCS,0.764762
GGT5,1.005120
ZNRD1,0.881986
CDC42BPB,1.006060
ACSM1,0.851109
SI,0.895527
HERC2,0.912918
HECW2,0.833131
SDHA,0.973376
STK39,0.941471
SLC35D1,0.852569
SLC1A2,0.825523
NOX4,0.768586
