GENE,ENVISION
FKBP14,0.979052
WWP1,0.766622
STK10,1.009290
USP9X,0.843109
ATR,0.861672
GALM,0.843794
SLC5A8,0.924252
TBXAS1,0.911019
CERS5,0.861060
SLC9A1,0.979702
MAP3K2,1.000340
FAS,0.778748
TKTL2,0.730019
SLC28A1,0.991402
FAH,0.599040
SLC6A18,0.955638
TTN,0.843373
OBSL1,0.823388
LYN,0.935334
ERBB3,0.889957
PIK3R1,0.652121
EPHB4,0.972595
HK2,0.591046
EXTL3,0.976483
NUDT4,0.822584
KMT2E,0.944525
USP14,0.817845
CHDH,0.899847
CHST3,1.012080
GPHN,0.792236
LRP2,0.820687
SDSL,0.969220
INPP5J,0.888910
AK7,0.996754
ETNPPL,0.904388
POLE3,0.893503
CDK13,0.727329
MLYCD,1.001510
SNRK,0.854525
RNF146,0.881180
