GENE,ENVISION
HECTD1,1.073530
EPHB1,0.973174
SLC7A7,0.841751
PTPRZ1,0.984552
EZH1,0.861535
AOC2,0.968187
FLT4,0.931766
XPO6,0.992119
USP45,0.791187
USP47,0.858173
UGT2B17,0.978325
TTN,0.843701
DIO2,0.930575
BIRC6,0.940041
BSG,0.788963
REV3L,0.919227
NPR2,0.915406
CTSK,0.952898
CDC42BPB,0.974952
MTHFR,0.773191
PRKCE,0.855923
CA9,0.967801
ENO2,0.926604
DLAT,0.864553
MACROD2,0.906935
MIA3,0.944959
ALDH7A1,0.962219
DUSP15,0.792279
DEGS2,0.867610
SLC41A2,0.992188
DZIP3,0.789083
UCKL1,1.036870
ADCY8,0.869664
PTPN14,0.995800
GPLD1,1.043000
PSAP,1.020050
NSD1,0.939547
SLC1A5,0.913089
