GENE,ENVISION
MARCH10,0.946757
ALDH3A2,1.017580
USP1,0.941905
SETD1A,0.813193
LATS1,0.985019
ST3GAL6,0.882881
B3GAT3,0.744454
COX6B2,0.765709
RAF1,1.017730
CHKA,0.856592
CAD,0.900738
MAP3K8,0.899194
ROS1,0.757275
CDC42BPG,0.974088
UGT2B10,0.852818
TTN,0.630294
SH3RF3,0.972456
SLC47A1,0.911766
GOT1,0.619393
ASL,0.955096
CYP4Z1,0.917415
ERBB4,0.965900
FRK,0.918296
PARP1,1.045580
ENTPD2,0.998076
SLC24A3,0.842271
NOL9,1.005910
ENPP1,0.870448
PTPN5,0.975558
PHYH,0.945439
LRP2,0.838524
ABCG5,0.992496
SLC16A1,0.911750
FLT4,0.943799
PTPN13,0.764839
MAP3K13,0.981200
OPLAH,0.874839
TRDMT1,1.009480
