GENE,ENVISION
TM7SF2,0.798242
CKM,0.747546
DYRK2,0.977076
CIT,0.998015
DUSP27,0.890761
MAP3K9,0.986762
DPYD,1.019040
CDK12,0.839358
MAP3K5,0.908244
CDC42BPG,0.835516
DMPK,0.990537
ABCB4,0.973003
ATP6V1B1,0.901277
FN3K,0.918195
DOT1L,0.982636
UGGT2,0.928977
PIP4K2C,0.775588
CTSB,0.984251
DIO3,0.752854
HERC1,0.861535
PIK3C2A,0.868883
DUSP19,0.816908
SSH1,0.954591
USP34,0.977957
ALDH18A1,0.988566
SLC15A4,0.919810
TAOK3,0.704215
ADCY5,0.894566
PTPRU,0.813133
PTPRS,1.011520
SCARF2,0.963183
CDC14A,0.726890
GDPD2,0.838895
ABCA1,1.026320
