GENE,ENVISION
MARCH10,0.985821
TGM4,0.952965
B4GALNT3,0.923030
MKNK1,0.824240
H6PD,0.776730
GCLC,0.965675
EZH1,0.829300
AKT1,0.973310
SLCO1B1,0.847833
BHMT2,0.528457
SLC29A2,0.926533
NIT2,0.906091
USP25,0.938879
SMURF1,0.702546
PLXNB3,0.836673
MIB1,0.859681
DGKH,1.004880
MGAT5B,0.887643
DNMT3A,0.768298
DPYSL2,0.707924
AMY2B,0.886193
TPST1,0.885837
HELZ2,0.978240
HEPH,0.973488
QARS,0.861824
ACOT2,0.642869
ACOT1,0.644968
RPS6KA1,0.994353
ABCG5,0.984656
SLC17A4,0.968360
HIPK1,0.858410
SPEG,0.773803
CYP11B1,1.019410
SLC19A2,1.019170
LCK,0.785543
