GENE,ENVISION
AOC1,0.902925
PECR,0.730191
DUOX1,0.758450
AGA,0.957508
SLC17A1,0.977066
AKT1,0.858514
MARCH7,0.823051
NOX5,0.862392
RRM1,0.999657
IKBKE,0.970597
WNK2,0.852756
SLC10A1,0.960598
IDH3G,0.950573
RGL1,0.983939
USP44,1.019390
MGAM,0.729458
ASPH,1.000270
MIB2,0.869699
PAICS,0.851404
PDPR,0.904347
TTN,1.000320
TRIO,0.869232
COPA,0.798640
ERBB4,0.902664
CUBN,0.818166
CD36,0.932398
HERC1,0.977273
SLC26A2,0.810773
FER,0.754441
DUSP18,0.832101
PIGW,0.746780
PTPN2,0.999785
GART,0.924065
PPP1R3A,0.875837
ACOT2,0.995042
CHST12,0.859985
LMTK2,0.968749
MANBA,0.816369
POLR1B,0.903522
MPI,0.962964
SLC23A1,0.927242
ECHS1,0.948327
CYLD,0.864681
BRAF,0.768553
RNF144A,0.775291
PTPRN,0.901626
