GENE,ENVISION
USP8,0.903367
AOC3,0.973488
RFWD3,1.007210
VARS,0.919660
GNPDA2,0.544864
USP2,0.789083
DUOX2,0.969212
DCLK2,0.893577
TNIK,0.868111
FGR,0.863197
USP28,0.772274
ACER2,0.805650
DGKQ,0.951997
NDST4,0.888347
MARS2,0.658706
PHKB,1.020780
FASTK,0.839023
MAPK6,1.010700
TTN,0.905584
ABCB4,0.952361
DGKD,0.968134
MARK1,0.897654
PTPRN2,1.081860
SLC7A5,0.957502
KMT2E,0.816968
SLC38A2,0.960647
PPEF2,0.815331
PIK3C2A,0.948150
FPGS,0.796204
ST6GALNAC5,0.897755
PAFAH1B3,0.988323
DHCR24,0.834169
LMTK3,0.790194
ALK,0.844368
CAMKK2,0.997213
PFAS,0.821390
HS6ST3,0.907136
CYP2A7,0.959022
