GENE,ENVISION
GNPTAB,0.992598
BIRC6,0.966621
AMPD1,1.000330
DUOX2,0.917806
DDC,0.802342
MAPK10,0.808573
AACS,0.893520
PAM,0.921501
DERA,0.860384
NCOA3,0.868740
LOXL2,0.891883
CYP4F11,0.960215
POLD2,0.845469
ALG2,0.818568
TKT,0.973702
TTN,0.901671
UCK1,0.860255
PIP4K2C,0.921974
SIRT1,0.983782
BUB1,0.992096
HMGCL,0.946286
RBP2,0.909400
MGAT5,0.917299
ACOT6,0.961171
GALNT5,0.724572
UBR7,0.818479
LRP2,0.779883
SGK1,0.796005
SLC2A6,0.884133
CA7,0.964026
ECI2,0.751757
FGGY,0.907043
SULT2B1,0.823556
ALOX15B,0.827026
PTPRM,0.747130
CFTR,1.023120
GLS2,0.894170
