GENE,ENVISION
FABP9,0.942224
AOX1,0.766082
KCNJ8,0.631985
STYK1,0.745842
SPRYD3,0.726205
NOX5,0.944467
ME1,0.862050
PGLYRP4,0.917537
ABL1,0.947948
SLC25A13,0.859052
BCR,0.859388
RNF31,0.924599
IARS2,0.920705
APOB,0.864945
CSK,0.940184
SIK2,0.977402
SLC7A9,0.851876
CYP2U1,0.847166
DYRK1A,1.006660
DHCR24,0.964196
ACY1,0.873971
GUCY2C,1.012040
ART5,0.806198
VRK3,0.970870
ATP10A,1.002570
GUCY2F,0.982497
SETD2,0.780492
POLR2I,0.989619
GPHN,0.862469
STK32B,0.869306
LCT,0.980064
MOS,0.823138
PFKFB2,0.906252
MTTP,1.003150
GLB1L,0.755480
GPX8,0.905333
ABCC2,1.020510
