GENE,ENVISION
CYP2J2,0.976983
SLC6A2,1.012350
ADSS,0.861535
PPP2R3A,0.807987
EGFR,0.793164
SLC25A15,0.936401
PLIN3,0.889806
UBA1,0.795911
LBR,0.958721
LRRK1,0.982553
MASTL,0.969425
TTN,0.762629
SLC12A3,0.854663
UBE2R2,0.898041
PTPRN2,0.988466
TRIO,0.994875
HUWE1,0.863407
UGDH,0.970451
PRKCD,0.955690
WNK4,0.663400
LPO,1.012140
REV3L,0.782387
SSH3,0.862722
SLC18A2,1.011420
BHMT,0.913250
ADCY6,0.874722
LRP1,0.858410
PTPRS,0.786678
UCKL1,0.950307
SLC22A12,0.842128
CA6,0.924117
LPL,0.989309
GPX5,0.907542
ANPEP,0.810183
RDH12,0.970939
ACLY,0.854173
