GENE,ENVISION
SLC4A3,1.001020
FKBP10,0.771231
MGLL,0.786086
NMRK1,0.983549
MLKL,0.986650
SLC25A16,0.980465
NCOA1,0.882148
NEK2,0.985536
USP48,0.856580
CHD9,0.768586
CDK10,0.854838
USP42,0.813005
TTN,0.915488
DPYSL3,0.924712
PIKFYVE,0.819247
NARS2,0.921272
GCK,0.769517
CMA1,0.571458
HERC2,0.810117
HELZ2,0.768606
POLR2B,0.897729
GALNT7,0.915914
SLC27A3,0.783243
STK32A,0.942932
TLK1,0.769009
TBL1XR1,0.832007
SLC2A8,0.839225
COMTD1,0.893841
PADI2,0.887162
MTRR,0.956410
SLC18A2,0.973100
SLC19A1,0.935773
RNF123,0.971537
ABCC2,1.015400
ABCC3,0.868081
