GENE,ENVISION
MYO3A,0.962341
SLC4A10,0.881416
PTDSS2,0.813133
HELZ2,0.982017
FKBP10,0.786537
MAP3K15,0.778365
GSTA2,0.879122
FKBP4,0.843168
DYRK2,0.932373
SLC4A1,0.967947
MDH2,0.763152
POLR3A,1.008660
OPLAH,0.974512
BCR,0.866130
POLQ,0.780475
PXDNL,0.957091
MYCBP2,0.766469
CDC42BPB,0.979761
DOT1L,0.830647
UGGT2,0.982720
PIP4K2C,0.977625
TTN,0.847365
TYRP1,1.013380
EPHB4,0.687658
PIKFYVE,0.776120
NARS2,0.965284
ENPP2,0.903540
NDUFA8,0.903980
ACADSB,0.805106
SLK,0.638010
PHLPP2,0.812365
USP35,0.784841
LRP2,0.735261
NME7,0.876519
UBE2O,1.006580
ADCY3,0.857557
PDK1,0.985426
PTPRD,0.964685
PLTP,0.996934
TYR,0.977019
AOC1,0.976857
SLC22A3,0.750151
SLC1A1,0.858847
ABCA8,0.906072
