GENE,ENVISION
B4GALNT4,0.797677
AOX1,0.946333
MYO3B,0.876519
NDUFB8,0.854471
DUOX1,0.730436
LIMK1,0.715441
FTMT,0.931288
GSTA2,0.858703
LDHAL6A,0.671312
RIPK3,0.912921
MED1,0.981286
FMO6P,0.918693
ADCY10,0.992597
MAP2K4,0.671477
ROS1,0.858394
SAP130,0.984290
GYG2,0.536366
SLC10A2,0.971831
PTEN,0.841693
HKDC1,0.895500
ST6GAL1,0.924627
NDST4,0.949307
MIB2,0.877495
MAN1A1,0.766904
TTN,0.750770
GPAA1,0.759110
GLT8D2,0.934725
CBLC,0.843181
KMT2D,0.756101
AQP1,0.986787
ACSS3,0.962892
CDK11A,0.867052
MAP3K15,0.924821
PLCD1,1.020900
STK31,0.838596
USP34,1.020260
ADK,0.969187
UBR4,0.868930
USP8,0.838476
NME1,0.785375
DNAJC6,0.764125
FARSB,0.913355
MAP3K13,0.926514
BRAF,0.768553
GFPT2,0.763152
TGM7,0.953887
