GENE,ENVISION
HECTD2,0.911554
MARCH10,0.888895
TSSK1B,0.937268
SLC16A2,0.967347
ADSS,0.861416
EPHB1,0.823304
UGT2B7,0.922753
LIMK1,0.793097
PGLYRP3,0.945562
PTPN3,0.989139
INSR,0.889755
AKR1A1,0.811116
HIPK3,1.003720
SLC6A6,0.956246
DPYS,0.931900
MBOAT1,0.850589
UBE3A,0.578458
SYVN1,0.877215
MTTP,0.971059
TTN,0.767155
PRKG2,0.965244
PKM,0.597196
ERBB3,0.856962
FMO1,0.924433
ADCY5,0.795488
CUBN,0.738965
P4HB,0.958671
GALNS,0.803379
HERC1,0.950508
GIF,0.887783
MYO5B,0.789549
GPT,0.821404
SETD2,0.966132
PLA2G4F,0.981463
LRP2,0.831314
UBE4B,0.922294
CHST13,0.905346
NME7,0.757458
RNF167,0.874089
LGMN,0.923328
HEXB,0.719341
SLC4A7,0.910404
PPIP5K2,0.960017
NDUFS1,0.991040
NNMT,0.995535
STARD3,0.961114
PTPRK,0.852901
ABCA8,0.836412
