GENE,ENVISION
MYO3B,0.858722
FKBP10,0.981236
DARS,0.868111
EPHA5,0.760347
CTDP1,0.942623
SLCO1B1,0.829980
BCHE,0.735382
CDK14,0.910282
PIK3CG,0.859825
GART,0.865504
UGP2,0.786678
SLC10A6,0.977530
PTPRF,0.756931
CERCAM,0.769342
MIB2,0.865995
XDH,0.988219
TIAM2,0.653924
SRMS,0.847456
UGT2B11,1.023140
SLC8A3,0.719785
DOT1L,0.982636
BCR,0.828822
INSL3,0.880463
EPHB3,0.932651
ULK1,0.974415
ERBB4,1.009710
PDPR,0.872871
CUBN,0.790665
HK3,1.021070
HERC1,0.893701
GIF,0.978073
MOGAT2,0.828000
HEPH,0.831874
FGFR4,0.962280
STK17B,0.991942
ACOX3,0.874816
MOGS,1.031180
NEDD4L,0.719643
MAP3K13,0.902063
ADH1B,0.730220
NEU2,0.914104
ABCC3,0.963471
