GENE,ENVISION
AGK,0.905403
BIRC6,0.904836
SLC2A14,0.953169
PRPF4B,0.812159
RET,0.696819
PTPRZ1,0.823277
BMPR1A,0.807519
POLR3E,0.977371
ATR,0.936119
LIPT2,0.948176
PLIN1,1.001060
SMG1,1.010330
DPYD,0.669375
MIB2,0.852218
SLC12A7,0.862474
MGAT5B,0.794638
TTN,0.736607
DHCR7,0.794242
DYRK1B,0.847749
DPM3,0.792095
LDHA,0.871148
SLC35A1,0.773456
SIRT1,0.859818
UMPS,0.953993
EXTL3,0.988228
ACSM2B,0.914706
PIK3C2B,0.908265
ABCB11,0.860197
GYS2,0.838919
ALDH1B1,0.966092
USP31,0.933412
UROS,1.001920
PIGQ,0.989076
RPS6KA4,0.966615
FABP7,0.767475
SLC2A6,0.980262
SLC16A7,0.834817
SLC23A2,0.887470
ME1,0.862050
COQ7,0.930130
