GENE,ENVISION
TGM6,0.983597
FAM20B,0.857184
EGFR,1.007970
MAN1B1,0.804149
MARCH6,0.815582
INSRR,0.918973
IL4I1,0.906299
FKBP9,0.770409
LRRK1,0.734078
SDR16C5,1.005760
CPA6,0.840831
INPP4A,0.841340
TPSAB1,0.936535
TPTE,0.778688
ZC3HAV1,0.797432
B4GALT3,0.996993
FANCL,0.847282
NOS1,0.897523
MARS,0.971039
ERBB4,0.976076
KMT2D,0.712284
SLC22A3,0.859619
MAST2,0.795488
HERC2,0.901001
CDK20,0.809037
PTPN6,0.800027
GALNT3,0.742435
KAT8,0.529694
ADCY3,0.877186
ALDH1L1,0.806961
ABCA1,0.940587
EIF2AK3,0.906643
NEU2,0.975263
