GENE,ENVISION
AGL,0.769810
LAP3,0.805246
USP4,0.758891
POLG,0.850582
RIPK3,1.020310
PPIL4,0.861416
SLC5A5,0.972011
POLR3A,0.821433
CHIA,0.872303
SLC27A6,0.940463
APOB,0.975942
AASS,0.769350
PPM1M,0.869449
PLOD1,1.012910
GUCY1A2,0.713570
TTN,0.624905
JAK1,0.617568
PYGM,0.808958
LSS,0.637116
SIRT1,0.908759
ENTPD3,0.924887
TBXAS1,0.813166
ERBB4,0.887449
SUV39H1,0.990153
SLC13A1,0.802347
WNK1,0.743112
SLC26A3,0.879240
NMT1,0.694375
CYP3A4,0.828315
EP300,0.821532
IP6K3,0.866804
RPS6KA1,0.824875
INPP5D,0.866101
DGKG,0.906533
MAP3K15,0.967642
SLC18A2,0.889224
MGAM,0.908949
