GENE,ENVISION
UGCG,1.014050
TGM3,0.893488
SLC26A7,0.883182
GMPR,0.881180
CTDP1,0.983338
GSR,0.751315
ATR,1.005290
SLC5A8,0.924294
PPP1R3A,0.875837
USP45,0.844936
A4GNT,0.813926
MGAM,0.783160
GK2,0.851232
ALAS1,0.871853
TTN,0.839395
ABCB4,0.823518
IRAK2,0.976413
SLC6A11,0.933759
DGKD,0.901792
NOS1,0.925067
HMGCL,0.998873
P4HB,0.746768
TNFRSF21,0.990900
HERC2,0.923515
MVD,0.906747
SMYD3,0.840245
UCP1,0.957615
SLC33A1,0.954740
MCCC1,0.850009
TNK1,0.980158
GPT2,0.901842
PTPN13,0.823098
OGT,0.990544
PARP14,0.914827
SLC7A10,0.985037
EIF2AK4,0.828894
KIT,0.778021
MELK,0.759805
UAP1L1,0.752031
MAK,0.982610
NRF1,0.903786
SLC19A2,1.016790
SLC1A3,0.942731
