GENE,ENVISION
CYP2J2,1.034800
BIRC6,1.005260
USP2,0.727536
DYRK3,0.842785
MED1,0.857184
POLR3B,0.855073
NSF,0.923137
SLC5A6,0.923473
NEK7,0.988706
UGT1A10,0.827941
PIK3CB,0.977495
USP43,0.998659
LPCAT2,1.003350
ZAP70,1.008510
SLC12A2,0.837890
MTMR7,0.915370
IRAK3,0.919502
B4GALT5,0.792988
PHKG2,0.919774
ASL,0.955096
PRKCI,0.795498
PRKAB2,0.833359
SLC14A2,0.969148
AUH,0.976782
SLC13A2,0.957594
VNN1,0.606543
SULT1A2,0.830278
LDHD,0.857358
MIA3,0.862171
PTPN3,0.770409
GLUL,0.680485
PTPRB,0.914905
MGAM,1.060580
