GENE,ENVISION
MYO3A,0.772898
SLC4A10,0.876849
CDK12,0.909817
SGK223,0.870962
AOX1,0.911290
PLCZ1,0.935475
LDHAL6A,0.968772
SLC14A2,0.800936
PLCE1,0.806442
POLR3C,0.805347
FAAH2,0.971662
TRIP12,0.802521
COX7B2,0.908770
SMG1,0.777772
DPYD,0.812183
AASS,0.923323
PLOD1,0.853861
PDE3A,0.952280
SLC4A8,0.975155
PIK3R5,0.811110
PLCH1,0.983495
TTN,0.247257
ZSWIM2,0.809339
PLA2G4D,1.017290
DGKD,0.740131
KMT2B,0.876556
LMTK2,0.915898
PLCB4,0.667585
SH3RF3,0.826452
ERBB4,0.832715
PRKCD,0.895403
ACSM2A,0.826095
AMFR,0.953304
SLC15A2,0.934026
CHD9,0.921501
ST6GALNAC5,0.813133
ADSSL1,0.847267
PAPOLB,0.940402
UBR4,0.802521
SLC26A11,0.821700
GALNT13,0.948616
EIF2AK1,0.843402
XPO6,0.956949
PARP12,0.782936
MLK4,0.969077
DHRS2,0.889370
STK31,0.767808
SLC22A6,0.937563
PTPRO,0.869699
MARCH10,0.963662
CREBBP,0.742291
DMGDH,0.944354
