GENE,ENVISION
AOX1,0.941633
CAMK1G,0.968552
ALG6,0.805087
MARCH4,0.806821
MKRN3,0.777453
ACSBG1,0.959685
HEPH,0.869449
CWC27,0.873643
USP24,0.924464
SLC14A2,0.833498
PNPLA3,0.823352
IARS2,0.771749
SBK1,0.821660
CYP1B1,0.835638
TRHDE,0.883814
SDR16C5,0.845228
TKTL2,0.833770
NDST4,0.971398
SLC36A1,0.819805
PDE3B,0.814891
SLC12A5,0.930948
TTN,0.451677
TECRL,0.976318
DGKB,1.021520
pk,0.838606
ABCD2,0.895486
GBE1,0.668086
PTPRN2,0.835842
SLC13A3,0.869879
GUCY2D,0.996652
SH3RF3,0.809583
ERBB4,0.692375
PIKFYVE,0.948460
ACSS3,0.947182
ENOPH1,0.781829
USP38,0.876543
PDP1,0.747768
UBA2,0.613867
SMYD3,0.822770
GCNT1,0.686581
SLC27A6,0.906502
ITPK1,0.959447
NT5DC3,0.677056
SLC27A3,0.769765
SLC8B1,0.764495
ADCY4,0.981864
CYP4A11,0.964931
DZIP3,0.791852
ADCY2,0.937352
MAPK15,1.071620
TSTA3,0.778756
BAAT,0.849933
BRSK1,0.923509
PDZD4,0.871800
WWOX,0.789861
NSD1,0.908006
